Unnamed: 0,carat,depth,table,price,x,y,z,price_log,cut_encoded,color_encoded,clarity_encoded,volume,price_per_carat,cut_clarity_score
51,-1.190338675318511,-0.5940789688629874,1.5881810136933792,404,-1.5402545457980326,-1.505558522730366,-1.5572578523969682,6.003887067106539,2,4,2,-1.1641558310645812,-1.1692957268611883,4
52,-1.2118237843253254,0.10461585361502417,-1.54728652791728,404,-1.621484609688429,-1.576414515928106,-1.5715953652647203,6.003887067106539,4,3,4,-1.187742878942596,-1.132272597995026,16
53,-1.018457803263995,-0.5940789688629874,-1.0993625934014715,404,-1.1521553516550238,-1.1069935609930783,-1.1701450049676707,6.003887067106539,4,1,2,-0.975181078411458,-1.3821787178416216,8
54,-1.23330889333214,-0.10499259312837732,0.24440921014595382,404,-1.621484609688429,-1.6295565108264112,-1.6146079038679755,6.003887067106539,3,5,3,-1.2011865718014612,-1.0918837301410311,9
55,-1.23330889333214,-1.711990684827807,2.0361049482091875,404,-1.6395357349974062,-1.6384135099761288,-1.757983032545493,6.003887067106539,3,6,3,-1.224574418320952,-1.0918837301410311,9
56,-1.0614280212776241,-0.5242094866151853,0.6923331446617622,405,-1.2875387914723524,-1.239848548238841,-1.299182620777437,6.0063531596017325,4,1,1,-1.0435441606548517,-1.337915917736779,4
57,-1.0614280212776241,-1.711990684827807,1.5881810136933792,405,-1.1702064769640013,-1.1955635524902537,-1.3278576465129406,6.0063531596017325,3,0,1,-1.021767308478283,-1.337915917736779,3
58,-1.0614280212776241,0.5937022293496342,-0.20351472436985463,405,-1.3326666047447953,-1.2841335439874284,-1.2418325693064298,6.0063531596017325,2,1,2,-1.0487536122781,-1.337915917736779,4
59,-1.0614280212776241,0.873180158340838,-0.20351472436985463,405,-1.3055899167813292,-1.2487055473885584,-1.1844825178354228,6.0063531596017325,2,1,2,-1.0287370546990018,-1.337915917736779,4
60,-1.0614280212776241,1.0129191228364423,-1.0993625934014715,405,-1.3326666047447953,-1.2752765448377112,-1.1988200307031742,6.0063531596017325,1,1,2,-1.0401665398130424,-1.337915917736779,2
61,-0.9540024762435516,-0.5940789688629874,-0.20351472436985463,552,-1.0709252877646267,-1.0095665703461862,-1.0841199277611606,6.315358001522335,4,1,4,-0.9270041758947581,-1.223013301954412,16
62,-1.0614280212776241,0.5937022293496342,0.6923331446617622,552,-1.3507177300537718,-1.2929905431371465,-1.2561700821741812,6.315358001522335,3,6,2,-1.055542060689064,-1.0900442371496608,6
63,-1.0614280212776241,0.5238327471018321,-0.20351472436985463,552,-1.2965643541268408,-1.2487055473885584,-1.2131575435709263,6.315358001522335,4,6,2,-1.0320341160722764,-1.0900442371496608,8
64,-1.0614280212776241,0.24435481811062848,-0.6514386588856631,552,-1.2875387914723524,-1.239848548238841,-1.2274950564386777,6.315358001522335,4,6,2,-1.031440087505718,-1.0900442371496608,8
65,-0.8036067131958502,-0.17486207537617948,0.6923331446617622,552,-0.854311784056901,-0.7881415916032488,-0.8260446961416287,6.315358001522335,3,1,1,-0.7898491583559804,-1.3559823667591637,3
66,-1.104398239291253,-0.24473155762398163,-0.6514386588856631,553,-1.3868199806717263,-1.3372755388857338,-1.3708701851161955,6.317164686747284,4,3,5,-1.0870863973754437,-1.0217530598450468,20
67,-1.018457803263995,0.17448533586282633,-0.9649854130467302,553,-1.2063087275819555,-1.1601355558913837,-1.1558074920999193,6.317164686747284,4,1,6,-0.9914794966721638,-1.146637388712281,24
68,-1.0399429122708095,1.0827886050842395,-0.20351472436985463,553,-1.2604621035088865,-1.2664195456879939,-1.1558074920999193,6.317164686747284,2,3,2,-1.0193360143565844,-1.118437701548712,4
69,-1.0399429122708095,0.034746371367222015,0.24440921014595382,553,-1.2424109781999098,-1.2487055473885584,-1.2274950564386777,6.317164686747284,3,3,2,-1.0254119093276586,-1.118437701548712,6
70,-1.190338675318511,-0.7338179333585868,0.24440921014595382,553,-1.549280108452521,-1.505558522730366,-1.5715953652647203,6.317164686747284,3,5,6,-1.1675407069392245,-0.8552406213554008,18
71,-1.190338675318511,-0.17486207537617948,1.1402570791775708,553,-1.5853823590704748,-1.5321295201795186,-1.5572578523969682,6.317164686747284,2,6,6,-1.1743683949363788,-0.8552406213554008,12
72,-1.0614280212776241,0.94304964058864,-0.6514386588856631,554,-1.2965643541268408,-1.2929905431371465,-1.1988200307031742,6.318968113746434,2,2,2,-1.0371545310201664,-1.0866718333321488,4
73,-1.0614280212776241,0.8033106760930357,0.6923331446617622,554,-1.3055899167813292,-1.3195615405862986,-1.2274950564386777,6.318968113746434,3,2,2,-1.0478799399011418,-1.0866718333321488,6
74,-1.0614280212776241,0.5238327471018321,-0.20351472436985463,554,-1.2965643541268408,-1.3107045414365812,-1.2418325693064298,6.318968113746434,3,2,2,-1.0472782272406673,-1.0866718333321488,6
75,-1.0614280212776241,1.362266534075448,-0.20351472436985463,554,-1.3055899167813292,-1.3018475422868638,-1.1701450049676707,6.318968113746434,1,2,2,-1.0354148053509111,-1.0866718333321488,2
76,-1.1473684573048821,-1.781860167075604,1.1402570791775708,554,-1.3868199806717263,-1.3372755388857338,-1.4999078009259612,6.318968113746434,2,4,5,-1.1077770489192986,-0.9429555475704919,10
77,-1.1473684573048821,-1.292773791340999,0.24440921014595382,554,-1.4229222312896805,-1.3284185397360158,-1.4712327751904584,6.318968113746434,2,5,5,-1.107333516777576,-0.9429555475704919,10
78,-1.1473684573048821,0.45396326485402994,-1.54728652791728,554,-1.4861011698711006,-1.4169885312331914,-1.399545210851699,6.318968113746434,2,6,5,-1.1193572514896417,-0.9429555475704919,10
79,-1.1473684573048821,0.7334411938452335,1.1402570791775708,554,-1.549280108452521,-1.4878445244309313,-1.4425577494549546,6.318968113746434,2,6,5,-1.1459923102858351,-0.9429555475704919,10
80,-1.1473684573048821,0.5937022293496342,0.6923331446617622,554,-1.5041522951800783,-1.4524165278320613,-1.4138827237194511,6.318968113746434,2,5,6,-1.1296710217692945,-0.9429555475704919,12
81,-1.1473684573048821,1.1526580873320416,0.6923331446617622,554,-1.5583056711070093,-1.4967015235806487,-1.4138827237194511,6.318968113746434,2,5,6,-1.144438134031598,-0.9429555475704919,12
82,-1.1473684573048821,0.24435481811062848,1.1402570791775708,554,-1.5312289831435433,-1.4258455303829085,-1.4425577494549546,6.318968113746434,2,6,6,-1.1340482509164387,-0.9429555475704919,12
83,-1.1473684573048821,0.8033106760930357,0.24440921014595382,554,-1.5402545457980326,-1.4789875252812141,-1.4282202365872025,6.318968113746434,4,5,5,-1.1412156512754172,-0.9429555475704919,20
84,-0.8895471492231081,-0.10499259312837732,-0.6514386588856631,554,-0.9716440985652522,-0.9387105771484462,-0.9550823119513944,6.318968113746434,4,1,1,-0.8698977451606239,-1.2833362243744169,4
85,-1.1473684573048821,-2.690163436297022,1.1402570791775708,554,-1.359743292708261,-1.3107045414365812,-1.5572578523969682,6.318968113746434,1,5,6,-1.108907325826759,-0.9429555475704919,6
86,-1.190338675318511,0.3840937826062278,0.6923331446617622,554,-1.603433484379452,-1.6029855133772588,-1.5572578523969682,6.318968113746434,3,3,6,-1.1869827907356048,-0.853132868969456,18
87,-1.190338675318511,-0.38447052211958094,0.24440921014595382,554,-1.549280108452521,-1.5675575167783886,-1.5715953652647203,6.318968113746434,3,2,6,-1.176445778675007,-0.853132868969456,18
88,-1.190338675318511,-0.6639484511107896,0.6923331446617622,554,-1.5402545457980326,-1.5321295201795186,-1.5715953652647203,6.318968113746434,3,2,6,-1.1700881856010819,-0.853132868969456,18
89,-1.190338675318511,-0.7338179333585868,0.24440921014595382,554,-1.495126732525589,-1.4967015235806487,-1.5429203395292168,6.318968113746434,3,2,5,-1.1543027943754678,-0.853132868969456,15
90,-1.018457803263995,0.8033106760930357,0.24440921014595382,554,-1.2424109781999098,-1.239848548238841,-1.1558074920999193,6.318968113746434,3,1,2,-1.0116513353572505,-1.1450565744228223,6
91,-0.20202366100504446,0.5238327471018321,-0.20351472436985463,2757,-0.023960019843953212,-0.008725666428108875,0.04854358879122859,7.922261058353247,4,5,2,-0.1668513237007113,-0.02845969259433528,8
92,0.14173808310398747,-4.646508939235453,5.171572489819846,2757,0.6529571792426891,0.5315512817046589,-0.023143975547529966,7.922261058353247,0,5,1,0.18835976453953374,-0.3991328085363978,0
93,-0.20202366100504446,-0.10499259312837732,-0.6514386588856631,2757,-0.023960019843953212,-0.05301066217669622,-0.05181900128303352,7.922261058353247,4,3,3,-0.20949453443497768,-0.02845969259433528,12
94,-0.18053855199822996,0.45396326485402994,-0.20351472436985463,2759,-0.04201114515293076,0.00013133272160922404,0.03420607592347713,7.9229859587111955,2,5,3,-0.17375655473697765,-0.055096254336071,6
95,-0.03014278895052837,1.4321360163232453,-0.6514386588856631,2759,0.07532116935542048,0.10641532251821853,0.2636062818075055,7.9229859587111955,2,3,1,-0.036300518344825936,-0.2315080499146347,2
96,-0.20202366100504446,-2.9696413652882256,0.24440921014595382,2759,0.11142341997337477,0.15070031826680666,-0.2238691556960548,7.9229859587111955,1,5,3,-0.1634133742704584,-0.027014376672544603,3
97,-0.20202366100504446,-1.6421212025800047,2.0361049482091875,2759,-0.014934457189464841,0.02670233017076116,-0.19519412996055127,7.9229859587111955,1,4,4,-0.22629110561327911,-0.027014376672544603,4
98,0.35658917317213235,3.1788730725182743,2.0361049482091875,2759,0.4904970514618944,0.194985314015394,0.7654192321788174,7.9229859587111955,0,4,1,0.2939495514174426,-0.5670054825774381,0
99,-0.13756833398460094,-0.10499259312837732,0.6923331446617622,2760,0.03921891873746619,0.04441632847019657,0.03420607592347713,7.923348211930154,2,5,2,-0.13653287953373533,-0.10825895044060549,4
100,0.012827429063100651,-0.17486207537617948,0.24440921014595382,2760,0.21973017182723764,0.1772713157159586,0.17758120460099489,7.923348211930154,3,2,2,0.004453341419363789,-0.27560871522055824,6
101,-0.09459811597097191,1.0129191228364423,-0.6514386588856631,2760,0.06629560670093211,0.017845331021043846,0.1632436917332428,7.923348211930154,2,6,2,-0.09753559583764213,-0.15926078351640072,4
102,-0.09459811597097191,-1.292773791340999,-1.54728652791728,2760,0.24680685979070355,0.2038423131651113,0.06288110165898068,7.923348211930154,3,5,2,-0.015711047205124222,-0.15926078351640072,6
103,-0.11608322497778642,-0.10499259312837732,-1.0993625934014715,2760,0.06629560670093211,0.10641532251821853,0.07721861452673213,7.923348211930154,4,3,2,-0.09647984553987166,-0.1341044739587451,8
104,-0.09459811597097191,-0.03512311088057517,0.24440921014595382,2760,0.11142341997337477,0.05327332761991388,0.07721861452673213,7.923348211930154,3,3,3,-0.09921042926876716,-0.15926078351640072,9
105,0.012827429063100651,0.8033106760930357,-0.6514386588856631,2760,0.1926534838637725,0.12412932081765395,0.2636062818075055,7.923348211930154,4,1,4,0.006228484130628062,-0.27560871522055824,16
106,-0.09459811597097191,0.31422430035843063,-1.0993625934014715,2760,0.1294745452823523,0.06213032676963119,0.13456866599773923,7.923348211930154,4,3,2,-0.07335891401869284,-0.15926078351640072,8
107,0.012827429063100651,0.873180158340838,0.6923331446617622,2760,0.15655123324581824,0.0709873259193485,0.22059374320424988,7.923348211930154,3,3,2,-0.03562065155824429,-0.27560871522055824,6
108,-0.11608322497778642,0.3840937826062278,-1.0993625934014715,2761,0.03921891873746619,0.0709873259193485,0.10589364026223569,7.923710333969238,4,1,5,-0.10672716335927943,-0.1334208785903304,20
109,0.03431253806991516,-2.061338096066813,-0.20351472436985463,2761,0.37316473695354313,0.33669730041087415,0.09155612739448422,7.923710333969238,4,4,1,0.07575229361642492,-0.296530109273641,4
110,-0.4383598600800038,0.17448533586282633,-1.0993625934014715,2761,-0.31277802478758754,-0.2655786417699164,-0.2668816942993098,7.923710333969238,4,5,5,-0.4077936945209734,0.34642831095015897,20
111,0.012827429063100651,-0.24473155762398163,-0.20351472436985463,2761,0.21070460917274927,0.23927030976398136,0.19191871746874634,7.923710333969238,4,4,1,0.02613410991735419,-0.27497638950477477,4
112,-0.11608322497778642,0.31422430035843063,-0.6514386588856631,2761,0.06629560670093211,0.09755832336850122,0.12023115312998778,7.923710333969238,4,5,1,-0.0859751300770528,-0.1334208785903304,4
113,0.22767851913124554,0.873180158340838,0.24440921014595382,2761,0.3912158622625207,0.34555429956059147,0.47866897482378185,7.923710333969238,3,1,3,0.21669839085746878,-0.46895986742456874,9
114,-0.11608322497778642,0.31422430035843063,0.6923331446617622,2762,0.0031166681195127035,0.0798443250690666,0.07721861452673213,7.924072324923417,2,3,2,-0.1236176469070484,-0.13273728322191589,4
115,-0.13756833398460094,0.5937022293496342,-0.6514386588856631,2762,0.03921891873746619,0.008988331871326536,0.09155612739448422,7.924072324923417,4,4,3,-0.12999107623544048,-0.106873031063546,12
116,-0.13756833398460094,0.6635717115974364,-1.9952104624330884,2762,0.06629560670093211,0.017845331021043846,0.12023115312998778,7.924072324923417,4,4,3,-0.11054394772088849,-0.106873031063546,12
117,0.012827429063100651,-0.03512311088057517,0.24440921014595382,2762,0.2287557344817268,0.1861283148656767,0.20625623033649843,7.924072324923417,3,4,1,0.019357753227781795,-0.2743440637889913,3
118,-0.18053855199822996,0.45396326485402994,-1.54728652791728,2762,-0.00590889453497647,0.02670233017076116,0.06288110165898068,7.924072324923417,4,3,3,-0.1466373980240742,-0.05295881529680305,12
119,-0.20202366100504446,-0.7338179333585868,0.24440921014595382,2762,0.0031166681195127035,0.02670233017076116,-0.06615651415078497,7.924072324923417,4,5,3,-0.18257742648595754,-0.02484640278985847,12
120,0.012827429063100651,-1.292773791340999,0.6923331446617622,2762,0.25583242244519194,0.3012693038120041,0.12023115312998778,7.924072324923417,4,4,1,0.036807771431518345,-0.2743440637889913,4
121,-0.18053855199822996,0.3840937826062278,-0.6514386588856631,2762,0.0031166681195127035,-0.03529666387726081,0.03420607592347713,7.924072324923417,4,6,1,-0.17110433316380444,-0.05295881529680305,4
122,-0.11608322497778642,0.3840937826062278,-1.54728652791728,2762,0.06629560670093211,0.0887013242187839,0.12023115312998778,7.924072324923417,4,5,2,-0.0887049987041456,-0.13273728322191589,8
123,-0.20202366100504446,-0.03512311088057517,2.484028882724996,2762,-0.07811339577088505,-0.10615265707500088,-0.09483153988628852,7.924072324923417,2,4,3,-0.25271674359609536,-0.02484640278985847,6
124,-0.20202366100504446,1.9212223920578553,-0.20351472436985463,2762,-0.14129233435230446,-0.17700865027274093,0.06288110165898068,7.924072324923417,0,4,3,-0.24648456637650865,-0.02484640278985847,0
125,-0.20202366100504446,2.4801782500402627,-1.0993625934014715,2762,-0.08713895842537342,-0.1327236545241536,0.17758120460099489,7.924072324923417,0,4,3,-0.18526085250142948,-0.02484640278985847,0
126,-0.20202366100504446,-0.10499259312837732,1.1402570791775708,2762,-0.06908783311639588,-0.12386665537443628,-0.10916905275404062,7.924072324923417,3,4,3,-0.2593903076519965,-0.02484640278985847,9
127,0.24916362813806003,-0.24473155762398163,-0.6514386588856631,2763,0.3280369236811005,0.21269931231482864,0.234931256072002,7.92443418488756,3,2,2,0.0688167162600229,-0.4849015785106458,6
128,-0.39538964206637484,-1.5023822380844005,-0.20351472436985463,2763,-0.15031789700679363,-0.1327236545241536,-0.30989423290256546,7.92443418488756,2,6,5,-0.3409973873253949,0.2704719193281784,10
129,0.24916362813806003,1.851352909810058,-0.20351472436985463,2763,0.34608804899007806,0.3189833021114387,0.5646940520302924,7.92443418488756,0,2,1,0.22110605733770433,-0.4849015785106458,0
130,0.24916362813806003,2.759656179031471,1.1402570791775708,2763,0.27388354775416945,0.23041331061426404,0.5933690777657961,7.92443418488756,0,2,1,0.17479226805584885,-0.4849015785106458,0
131,-0.051627897957342885,0.17448533586282633,-0.6514386588856631,2763,0.14752567059132907,0.11527232166793663,0.14890617886549132,7.92443418488756,4,2,3,-0.04671713326555455,-0.20564228537023208,12
132,-0.18053855199822996,1.2923970518276457,0.24440921014595382,2764,-0.07811339577088505,-0.04415366302697891,0.09155612739448422,7.9247959139564355,2,6,2,-0.18075758341110099,-0.051533855937290846,4
133,-0.18053855199822996,0.10461585361502417,0.6923331446617622,2764,-0.032985582498441586,-0.008725666428108875,-0.008806462679778512,7.9247959139564355,4,6,2,-0.18643309938378197,-0.051533855937290846,8
134,-0.20202366100504446,0.5937022293496342,1.1402570791775708,2765,-0.09616452107986179,-0.07072466047613084,-0.008806462679778512,7.925157512224704,2,5,3,-0.2228657679784552,-0.02267842890717211,6
135,-0.051627897957342885,-0.3146010398717838,1.1402570791775708,2765,0.13850010793684067,0.15070031826680666,0.10589364026223569,7.925157512224704,2,2,4,-0.05189103782828471,-0.2043283618049676,8
136,-0.3524194240527458,-0.5940789688629874,1.1402570791775708,2765,-0.1864201476247479,-0.1592946519733063,-0.23820666856380626,7.925157512224704,3,5,6,-0.3378641492741883,0.1993381557456885,18
137,-0.18053855199822996,-1.1530348268453947,2.0361049482091875,2765,0.012142230774001075,0.03555932932047847,-0.10916905275404062,7.925157512224704,2,4,4,-0.19027769470458986,-0.05082137625753486,8
138,-0.18053855199822996,0.034746371367222015,0.6923331446617622,2765,-0.032985582498441586,0.00013133272160922404,-0.008806462679778512,7.925157512224704,3,4,4,-0.1838215866059573,-0.05082137625753486,12
139,-0.0731130069641574,-0.38447052211958094,-0.20351472436985463,2765,0.13850010793684067,0.15955731741652399,0.10589364026223569,7.925157512224704,4,2,2,-0.049131160929181406,-0.18042705484473145,8
140,-0.3309343150459313,0.10461585361502417,-0.6514386588856631,2766,-0.17739458497025873,-0.150437652823589,-0.15218159135729561,7.925518979786926,4,3,6,-0.3090233914722644,0.1654384715384084,24
141,-0.18053855199822996,-0.5940789688629874,-0.20351472436985463,2766,0.04824448139195536,0.017845331021043846,-0.03748148841528206,7.925518979786926,3,3,3,-0.1634894350985613,-0.05010889657777888,9
142,-0.18053855199822996,-1.3626432735888012,-0.6514386588856631,2766,0.14752567059132907,0.0709873259193485,-0.05181900128303352,7.925518979786926,3,3,3,-0.12294576325695537,-0.05010889657777888,9
143,-0.20202366100504446,0.034746371367222015,-1.0993625934014715,2767,-0.04201114515293076,-0.008725666428108875,-0.023143975547529966,7.92588031673756,2,6,3,-0.19328263049054525,-0.02123311298538143,6
144,-0.20202366100504446,-1.2229043090931968,-0.20351472436985463,2767,0.06629560670093211,0.12412932081765395,-0.05181900128303352,7.92588031673756,2,4,4,-0.13090484632075233,-0.02123311298538143,8
145,-0.18053855199822996,-0.10499259312837732,-1.0993625934014715,2767,0.012142230774001075,0.02670233017076116,0.005531050187973582,7.92588031673756,4,6,1,-0.1584701225437191,-0.0493964168980229,4
146,-0.20202366100504446,0.24435481811062848,2.9319528172408043,2767,-0.09616452107986179,-0.07072466047613084,-0.05181900128303352,7.92588031673756,1,2,5,-0.2352512011823149,-0.02123311298538143,5
147,-0.18053855199822996,1.0827886050842395,0.6923331446617622,2768,-0.1864201476247479,-0.10615265707500088,-0.023143975547529966,7.926241523170962,2,3,4,-0.2629575734918753,-0.048683937218266915,8
148,-0.13756833398460094,-1.0831653445975926,-0.6514386588856631,2768,0.09337229466439802,0.12412932081765395,-0.023143975547529966,7.926241523170962,2,6,2,-0.11399214260969627,-0.10271527293236705,4
149,-0.20202366100504446,-0.4543400043673831,0.24440921014595382,2768,-0.0600622704619075,0.00013133272160922404,-0.08049402701853707,7.926241523170962,2,6,2,-0.21279487227469343,-0.020510455024485976,4
150,-0.20202366100504446,-0.5940789688629874,-0.20351472436985463,2768,0.0031166681195127035,0.02670233017076116,-0.05181900128303352,7.926241523170962,4,5,2,-0.17828619158104825,-0.020510455024485976,8
151,-0.18053855199822996,-0.03512311088057517,0.6923331446617622,2768,-0.014934457189464841,-0.05301066217669622,-0.03748148841528206,7.926241523170962,3,6,1,-0.20270487685187488,-0.048683937218266915,3
152,-0.11608322497778642,-0.3146010398717838,-0.6514386588856631,2769,0.08434673200990965,0.11527232166793663,0.04854358879122859,7.926602599181384,4,1,2,-0.09717071189236333,-0.12795211564301393,8
153,-0.18053855199822996,0.5238327471018321,1.1402570791775708,2770,-0.06908783311639588,-0.10615265707500088,-0.023143975547529966,7.9269635448629785,3,6,3,-0.2295800538315558,-0.047258977858754714,9
154,-0.13756833398460094,-0.24473155762398163,0.6923331446617622,2770,0.09337229466439802,0.02670233017076116,0.03420607592347713,7.9269635448629785,3,3,3,-0.12587770665163356,-0.10132935355530732,9
155,-0.0731130069641574,0.8033106760930357,-0.20351472436985463,2770,0.05727004404644374,0.0709873259193485,0.1632436917332428,7.9269635448629785,2,4,2,-0.08377788227444515,-0.1770990247616607,4
156,-0.0731130069641574,0.45396326485402994,-0.20351472436985463,2770,0.04824448139195536,0.0887013242187839,0.12023115312998778,7.9269635448629785,4,6,1,-0.09419297597861147,-0.1770990247616607,4
157,-0.18053855199822996,-0.7338179333585868,-0.6514386588856631,2770,0.03921891873746619,0.06213032676963119,-0.03748148841528206,7.9269635448629785,4,4,2,-0.15294740432349418,-0.047258977858754714,8
158,-0.13756833398460094,-0.7338179333585868,0.24440921014595382,2770,0.1294745452823523,0.0798443250690666,0.019868563055725038,7.9269635448629785,3,3,3,-0.10335301401167597,-0.10132935355530732,9
159,-0.13756833398460094,-0.17486207537617948,0.24440921014595382,2770,0.05727004404644374,0.017845331021043846,0.019868563055725038,7.9269635448629785,3,3,4,-0.1435507716085512,-0.10132935355530732,12
160,-0.13756833398460094,-1.292773791340999,-0.20351472436985463,2770,0.17460235855479497,0.14184331911708856,0.005531050187973582,7.9269635448629785,4,6,1,-0.07532775830552559,-0.10132935355530732,4
161,-0.13756833398460094,-1.781860167075604,0.6923331446617622,2770,0.17460235855479497,0.12412932081765395,-0.06615651415078497,7.9269635448629785,3,3,3,-0.10336827818470047,-0.10132935355530732,9
162,-0.15905344299141544,-1.0132958623497954,-0.6514386588856631,2771,0.07532116935542048,0.0887013242187839,-0.03748148841528206,7.927324360309794,2,2,5,-0.13440529564855958,-0.07396707029849771,10
163,-0.13756833398460094,-0.03512311088057517,1.1402570791775708,2771,0.05727004404644374,0.0798443250690666,0.06288110165898068,7.927324360309794,2,4,2,-0.11169950022661101,-0.10063639386677746,4
164,-0.18053855199822996,0.10461585361502417,-0.20351472436985463,2771,0.0031166681195127035,0.03555932932047847,0.03420607592347713,7.927324360309794,4,3,3,-0.14988656057842004,-0.04654649817899873,12
165,-0.00865767994371386,0.10461585361502417,-1.0993625934014715,2771,0.21973017182723764,0.16841431656624128,0.20625623033649843,7.927324360309794,4,4,1,0.010802743327185782,-0.24647370755661133,4
166,-0.13756833398460094,-0.9434263801019932,0.6923331446617622,2772,0.09337229466439802,0.14184331911708856,0.005531050187973582,7.927685045615778,2,2,6,-0.09972643372772809,-0.0999434341782476,12
167,0.012827429063100651,-0.5242094866151853,-0.20351472436985463,2772,0.25583242244519194,0.2658413072131341,0.19191871746874634,7.927685045615778,2,4,1,0.04905248560246173,-0.2680208066311566,2
168,-0.4598449690868184,-0.17486207537617948,-1.0993625934014715,2772,-0.30375246213309914,-0.2567216426201983,-0.29555672003481337,7.927685045615778,4,3,6,-0.4107056150651767,0.3968369770126164,24
169,-0.4598449690868184,-0.03512311088057517,-0.6514386588856631,2772,-0.3579058380600302,-0.3187206366682211,-0.338569258638069,7.927685045615778,4,4,6,-0.45215548991483756,0.3968369770126164,24
170,-0.18053855199822996,-1.781860167075604,1.5881810136933792,2772,0.06629560670093211,0.13298631996737126,-0.10916905275404062,7.927685045615778,1,5,3,-0.1460020755788737,-0.04583401849924275,3
171,-0.09459811597097191,-0.3146010398717838,-0.6514386588856631,2773,0.11142341997337477,0.14184331911708856,0.09155612739448422,7.928045600874777,4,6,1,-0.0674246092045487,-0.15049253359086992,4
